finep,coarsep,k,c,θ,ρ
4,1,3,0.25,-1.0,0.0
4,1,3,0.25,-1.0,0.0
4,1,3,0.3,-1.0,0.0
4,1,3,0.3,-1.0,0.0
4,1,3,0.35,-1.0,0.0
4,1,3,0.35,-1.0,0.0
4,1,3,0.4,-1.0,0.0
4,1,3,0.4,-1.0,0.0
4,1,4,0.1,-1.0,0.0
4,1,4,0.1,-1.0,0.0
4,1,4,0.15,-1.0,0.0
4,1,4,0.15,-1.0,0.0
4,1,4,0.2,-1.0,0.0
4,1,4,0.2,-1.0,0.0
4,1,4,0.25,-1.0,0.0
4,1,4,0.25,-1.0,0.0
4,1,4,0.3,-1.0,0.0
4,1,4,0.3,-1.0,0.0
4,1,4,0.35,-1.0,0.0
4,1,4,0.35,-1.0,0.0
4,1,4,0.4,-1.0,0.0
4,1,4,0.4,-1.0,0.0
4,2,1,0.1,1.0,0.6702024670988401
4,2,1,0.1,1.0,0.6702024670988401
4,2,1,0.15,-1.0,0.0
4,2,1,0.15,-1.0,0.0
4,2,1,0.2,-1.0,0.0
4,2,1,0.2,-1.0,0.0
4,2,1,0.25,-1.0,0.0
4,2,1,0.25,-1.0,0.0
4,2,1,0.3,-1.0,0.0
4,2,1,0.3,-1.0,0.0
4,2,1,0.35,-1.0,0.0
4,2,1,0.35,-1.0,0.0
4,2,1,0.4,-1.0,0.0
4,2,1,0.4,-1.0,0.0
4,2,2,0.1,1.4375,0.25085151025891944
4,2,2,0.1,1.4375,0.25085151025891944
4,2,2,0.15,1.4375,0.1466520941322568
4,2,2,0.15,1.4375,0.1466520941322568
4,2,2,0.2,1.4375,0.10477215157711103
4,2,2,0.2,1.4375,0.10477215157711103
4,2,2,0.25,1.4375,0.08970607941580672
4,2,2,0.25,1.4375,0.08970607941580672
4,2,2,0.3,1.4375,0.08556100633021961
4,2,2,0.3,1.4375,0.08556100633021961
4,2,2,0.35,1.4375,0.08686518558717583
4,2,2,0.35,1.4375,0.08686518558717583
4,2,2,0.4,1.4375,0.0913718731608671
4,2,2,0.4,1.4375,0.0913718731608671
4,2,3,0.1,1.4375,0.07544388360131267
4,2,3,0.1,1.4375,0.07544388360131267
4,2,3,0.15,1.4375,0.030894007097492675
4,2,3,0.15,1.4375,0.030894007097492675
4,2,3,0.2,1.4375,0.030293596564628524
4,2,3,0.2,1.4375,0.030293596564628524
4,2,3,0.25,1.4375,0.03700359281329024
4,2,3,0.25,1.4375,0.03700359281329024
4,2,3,0.3,1.4375,0.043651085196423176
4,2,3,0.3,1.4375,0.043651085196423176
4,2,3,0.35,1.4375,0.049792929858060185
4,2,3,0.35,1.4375,0.049792929858060185
4,2,3,0.4,1.4375,0.05546607564084759
4,2,3,0.4,1.4375,0.05546607564084759
4,2,4,0.1,1.4375,0.021467077830944273
4,2,4,0.1,1.4375,0.021467077830944273
4,2,4,0.15,1.4375,0.011990973765225826
4,2,4,0.15,1.4375,0.011990973765225826
4,2,4,0.2,1.4375,0.01572768547091863
4,2,4,0.2,1.4375,0.01572768547091863
4,2,4,0.25,1.4375,0.021062126725883736
4,2,4,0.25,1.4375,0.021062126725883736
4,2,4,0.3,1.4375,0.02644346694137793
4,2,4,0.3,1.4375,0.02644346694137793
4,2,4,0.35,1.4375,0.03151716861682368
4,2,4,0.35,1.4375,0.03151716861682368
4,2,4,0.4,1.4375,0.03622249596071411
4,2,4,0.4,1.4375,0.03622249596071411
8,1,1,0.1,0.0,0.956182547149907
8,1,1,0.1,1.0,0.956182547149907
8,1,1,0.15,1.1250000000000002,0.9562411028557054
8,1,1,0.15,0.0,0.9562411028557054
8,1,1,0.2,1.1250000000000002,0.9567789835068996
8,1,1,0.2,0.18749999999999992,0.9567789835068996
8,1,1,0.25,1.1875,0.9563797695734719
8,1,1,0.25,0.18749999999999992,0.9563797695734719
8,1,1,0.3,1.25,0.956425235436172
8,1,1,0.3,0.0625,0.956425235436172
8,1,1,0.35,1.25,0.9569229489596695
8,1,1,0.35,0.18749999999999992,0.9569229489596695
8,1,1,0.4,1.4375,0.9564213696087698
8,1,1,0.4,1.0625,0.9564213696087698
8,1,2,0.1,-1.0,0.0
8,1,2,0.1,-1.0,0.0
8,1,2,0.15,-1.0,0.0
8,1,2,0.15,-1.0,0.0
8,1,2,0.2,-1.0,0.0
8,1,2,0.2,-1.0,0.0
8,1,2,0.25,-1.0,0.0
8,1,2,0.25,-1.0,0.0
8,1,2,0.3,-1.0,0.0
8,1,2,0.3,-1.0,0.0
8,1,2,0.35,-1.0,0.0
8,1,2,0.35,-1.0,0.0
8,1,2,0.4,-1.0,0.0
8,1,2,0.4,-1.0,0.0
8,1,3,0.1,-1.0,0.0
8,1,3,0.1,-1.0,0.0
8,1,3,0.15,-1.0,0.0
8,1,3,0.15,-1.0,0.0
8,1,3,0.2,-1.0,0.0
8,1,3,0.2,-1.0,0.0
8,1,3,0.25,-1.0,0.0
8,1,3,0.25,-1.0,0.0
8,1,3,0.3,-1.0,0.0
8,1,3,0.3,-1.0,0.0
8,1,3,0.35,-1.0,0.0
8,1,3,0.35,-1.0,0.0
8,1,3,0.4,-1.0,0.0
8,1,3,0.4,-1.0,0.0
8,1,4,0.1,-1.0,0.0
8,1,4,0.1,-1.0,0.0
8,1,4,0.15,-1.0,0.0
8,1,4,0.15,-1.0,0.0
8,1,4,0.2,-1.0,0.0
8,1,4,0.2,-1.0,0.0
8,1,4,0.25,-1.0,0.0
8,1,4,0.25,-1.0,0.0
8,1,4,0.3,-1.0,0.0
8,1,4,0.3,-1.0,0.0
8,1,4,0.35,-1.0,0.0
8,1,4,0.35,-1.0,0.0
8,1,4,0.4,-1.0,0.0
8,1,4,0.4,-1.0,0.0
8,2,1,0.1,0.0,0.8646490836155066
8,2,1,0.1,-0.0625,0.8646490836155066
8,2,1,0.15,1.4375,0.8663758295213377
8,2,1,0.15,0.0625,0.8663758295213377
8,2,1,0.2,1.4375,0.8672733868953475
8,2,1,0.2,0.18749999999999992,0.8672733868953475
8,2,1,0.25,1.4375,0.8688174319684985
8,2,1,0.25,0.25,0.8688174319684985
8,2,1,0.3,1.4375,0.8646807517683879
8,2,1,0.3,0.375,0.8646807517683879
8,2,1,0.35,1.4375,0.8695119442054908
8,2,1,0.35,0.375,0.8695119442054908
8,2,1,0.4,1.4375,0.8691123368575759
8,2,1,0.4,0.43749999999999994,0.8691123368575759
8,2,2,0.1,-1.0,0.0
8,2,2,0.1,-1.0,0.0
8,2,2,0.15,-1.0,0.0
8,2,2,0.15,-1.0,0.0
8,2,2,0.2,-1.0,0.0
8,2,2,0.2,-1.0,0.0
8,2,2,0.25,-1.0,0.0
8,2,2,0.25,-1.0,0.0
8,2,2,0.3,-1.0,0.0
8,2,2,0.3,-1.0,0.0
8,2,2,0.35,-1.0,0.0
8,2,2,0.35,-1.0,0.0
8,2,2,0.4,-1.0,0.0
8,2,2,0.4,-1.0,0.0
8,2,3,0.1,-1.0,0.0
8,2,3,0.1,-1.0,0.0
8,2,3,0.15,-1.0,0.0
8,2,3,0.15,-1.0,0.0
8,2,3,0.2,-1.0,0.0
8,2,3,0.2,-1.0,0.0
8,2,3,0.25,-1.0,0.0
8,2,3,0.25,-1.0,0.0
8,2,3,0.3,-1.0,0.0
8,2,3,0.3,-1.0,0.0
8,2,3,0.35,-1.0,0.0
8,2,3,0.35,-1.0,0.0
8,2,3,0.4,-1.0,0.0
8,2,3,0.4,-1.0,0.0
8,2,4,0.1,-1.0,0.0
8,2,4,0.1,-1.0,0.0
8,2,4,0.15,-1.0,0.0
8,2,4,0.15,-1.0,0.0
8,2,4,0.2,-1.0,0.0
8,2,4,0.2,-1.0,0.0
8,2,4,0.25,-1.0,0.0
8,2,4,0.25,-1.0,0.0
8,2,4,0.3,-1.0,0.0
8,2,4,0.3,-1.0,0.0
8,2,4,0.35,-1.0,0.0
8,2,4,0.35,-1.0,0.0
8,2,4,0.4,-1.0,0.0
8,2,4,0.4,-1.0,0.0
8,4,1,0.1,1.0,0.6694504998401245
8,4,1,0.1,1.0,0.6694504998401245
8,4,1,0.15,0.8125000000000001,0.6522607962073528
8,4,1,0.15,0.125,0.6522607962073528
8,4,1,0.2,0.9374999999999999,0.6651923295093648
8,4,1,0.2,0.125,0.6651923295093648
8,4,1,0.25,1.4375,0.6712649570934417
8,4,1,0.25,0.25,0.6712649570934417
8,4,1,0.3,1.4375,0.6737050981753612
8,4,1,0.3,0.375,0.6737050981753612
8,4,1,0.35,1.4375,0.6694592866799546
8,4,1,0.35,1.4375,0.6694592866799546
8,4,1,0.4,1.4375,0.6800121811993279
8,4,1,0.4,1.4375,0.6800121811993279
8,4,2,0.1,-1.0,0.0
8,4,2,0.1,-1.0,0.0
8,4,2,0.15,-1.0,0.0
8,4,2,0.15,-1.0,0.0
8,4,2,0.2,-1.0,0.0
8,4,2,0.2,-1.0,0.0
8,4,2,0.25,-1.0,0.0
8,4,2,0.25,-1.0,0.0
8,4,2,0.3,-1.0,0.0
8,4,2,0.3,-1.0,0.0
8,4,2,0.35,-1.0,0.0
8,4,2,0.35,-1.0,0.0
8,4,2,0.4,-1.0,0.0
8,4,2,0.4,-1.0,0.0
8,4,3,0.1,-1.0,0.0
8,4,3,0.1,-1.0,0.0
8,4,3,0.15,-1.0,0.0
8,4,3,0.15,-1.0,0.0
8,4,3,0.2,-1.0,0.0
8,4,3,0.2,-1.0,0.0
8,4,3,0.25,-1.0,0.0
8,4,3,0.25,-1.0,0.0
8,4,3,0.3,-1.0,0.0
8,4,3,0.3,-1.0,0.0
8,4,3,0.35,-1.0,0.0
8,4,3,0.35,-1.0,0.0
8,4,3,0.4,-1.0,0.0
8,4,3,0.4,-1.0,0.0
8,4,4,0.1,-1.0,0.0
8,4,4,0.1,-1.0,0.0
8,4,4,0.15,-1.0,0.0
8,4,4,0.15,-1.0,0.0
8,4,4,0.2,-1.0,0.0
8,4,4,0.2,-1.0,0.0
8,4,4,0.25,-1.0,0.0
8,4,4,0.25,-1.0,0.0
8,4,4,0.3,-1.0,0.0
8,4,4,0.3,-1.0,0.0
8,4,4,0.35,-1.0,0.0
8,4,4,0.35,-1.0,0.0
8,4,4,0.4,-1.0,0.0
8,4,4,0.4,-1.0,0.0
