finep,coarsep,k,c,θ,ρ
4,2,2,0.25,1.0,0.11311016904615756
4,2,2,0.25,0.0,0.11311016904615756
4,2,2,0.3,0.0,0.10628740358610769
4,2,2,0.3,-0.5,0.10628740358610769
4,2,2,0.35,0.0,0.12170850213915974
4,2,2,0.35,-0.0625,0.12170850213915974
4,2,2,0.4,0.0,0.14749236999892387
4,2,2,0.4,-0.0625,0.14749236999892387
4,2,3,0.1,1.0,0.08506719492318941
4,2,3,0.1,0.18749999999999992,0.08506719492318941
4,2,3,0.15,1.0,0.06584653898155213
4,2,3,0.15,0.0,0.06584653898155213
4,2,3,0.2,1.0,0.06701481614815001
4,2,3,0.2,0.0,0.06701481614815001
4,2,3,0.25,1.0,0.07030752746086519
4,2,3,0.25,0.0,0.07030752746086519
4,2,3,0.3,1.0,0.07341123695278626
4,2,3,0.3,0.0,0.07341123695278626
4,2,3,0.35,1.0,0.07609503955666422
4,2,3,0.35,0.0,0.07609503955666422
4,2,3,0.4,1.0,0.0784303184991275
4,2,3,0.4,0.0,0.0784303184991275
4,2,4,0.1,1.0,0.04735280712024193
4,2,4,0.1,0.0,0.04735280712024193
4,2,4,0.15,1.0,0.045675556550628854
4,2,4,0.15,0.0,0.045675556550628854
4,2,4,0.2,1.0,0.05019990924038896
4,2,4,0.2,0.0,0.05019990924038896
4,2,4,0.25,1.0,0.05513468810942339
4,2,4,0.25,0.0,0.05513468810942339
4,2,4,0.3,1.0,0.05948583075017375
4,2,4,0.3,0.0,0.05948583075017375
4,2,4,0.35,1.0,0.06317133494437435
4,2,4,0.35,0.0,0.06317133494437435
4,2,4,0.4,1.0,0.06628961455670537
4,2,4,0.4,0.0,0.06628961455670537
8,1,1,0.1,0.0,0.956182547149907
8,1,1,0.1,1.0,0.956182547149907
8,1,1,0.15,1.0,0.958067242227246
8,1,1,0.15,0.0,0.958067242227246
8,1,1,0.2,0.0,0.9597965094719989
8,1,1,0.2,1.0,0.9597965094719989
8,1,1,0.25,1.0,0.9613888124376526
8,1,1,0.25,0.0,0.9613888124376526
8,1,1,0.3,0.0,0.9628598019100476
8,1,1,0.3,1.0,0.9628598019100476
8,1,1,0.35,1.0,0.9642228318365599
8,1,1,0.35,0.0,0.9642228318365599
8,1,1,0.4,0.0,0.9654893657225864
8,1,1,0.4,1.0,0.9654893657225864
8,1,2,0.1,1.0,0.8726133204286478
8,1,2,0.1,0.0,0.8726133204286478
8,1,2,0.15,0.0,0.8879450782550317
8,1,2,0.15,1.0,0.8879450782550317
8,1,2,0.2,0.0,0.8992914727790488
8,1,2,0.2,1.0,0.8992914727790488
8,1,2,0.25,1.0,0.9080435398612738
8,1,2,0.25,0.0,0.9080435398612738
8,1,2,0.3,0.0,0.9150121510084985
8,1,2,0.3,1.0,0.9150121510084985
8,1,2,0.35,1.0,0.9207018686734855
8,1,2,0.35,0.0,0.9207018686734855
8,1,2,0.4,0.0,0.9254430886038716
8,1,2,0.4,1.0,0.9254430886038716
8,1,3,0.1,1.0,0.7953016498024286
8,1,3,0.1,0.0,0.7953016498024286
8,1,3,0.15,1.0,0.8267790321493852
8,1,3,0.15,0.0,0.8267790321493852
8,1,3,0.2,1.0,0.8475255124068999
8,1,3,0.2,0.0,0.8475255124068999
8,1,3,0.25,1.0,0.8623787359535943
8,1,3,0.25,0.0,0.8623787359535943
8,1,3,0.3,0.0,0.8736324400216595
8,1,3,0.3,1.0,0.8736324400216595
8,1,3,0.35,1.0,0.8825162926594989
8,1,3,0.35,0.0,0.8825162926594989
8,1,3,0.4,1.0,0.8897501996432263
8,1,3,0.4,0.0,0.8897501996432263
8,1,4,0.1,1.0,0.7295817902964119
8,1,4,0.1,0.0,0.7295817902964119
8,1,4,0.15,1.0,0.7733984744690926
8,1,4,0.15,0.0,0.7733984744690926
8,1,4,0.2,1.0,0.801035746364764
8,1,4,0.2,0.0,0.801035746364764
8,1,4,0.25,1.0,0.8204253724271242
8,1,4,0.25,0.0,0.8204253724271242
8,1,4,0.3,1.0,0.8349806430383578
8,1,4,0.3,0.0,0.8349806430383578
8,1,4,0.35,1.0,0.8464265065701538
8,1,4,0.35,0.0,0.8464265065701538
8,1,4,0.4,1.0,0.8557358568279556
8,1,4,0.4,0.0,0.8557358568279556
8,2,1,0.1,0.0,0.8646490836155066
8,2,1,0.1,-0.0625,0.8646490836155066
8,2,1,0.15,-0.0625,0.8703293390981818
8,2,1,0.15,0.0,0.8703293390981818
8,2,1,0.2,-0.0625,0.8755525769027267
8,2,1,0.2,0.0,0.8755525769027267
8,2,1,0.25,0.0,0.8803717571344017
8,2,1,0.25,-0.0625,0.8803717571344017
8,2,1,0.3,0.0,0.8848319705947204
8,2,1,0.3,-0.0625,0.8848319705947204
8,2,1,0.35,0.0,0.8889718464129848
8,2,1,0.35,-0.0625,0.8889718464129848
8,2,1,0.4,0.0,0.892824668301145
8,2,1,0.4,-0.0625,0.892824668301145
8,2,2,0.1,0.0,0.6344971294120259
8,2,2,0.1,-0.0625,0.6344971294120259
8,2,2,0.15,0.0,0.6750223735129716
8,2,2,0.15,-0.0625,0.6750223735129716
8,2,2,0.2,0.0,0.7055935661245485
8,2,2,0.2,-0.0625,0.7055935661245485
8,2,2,0.25,0.0,0.7295071359183907
8,2,2,0.25,-0.0625,0.7295071359183907
8,2,2,0.3,0.0,0.7487531086748851
8,2,2,0.3,-0.0625,0.7487531086748851
8,2,2,0.35,0.0,0.7646016153846158
8,2,2,0.35,-0.0625,0.7646016153846158
8,2,2,0.4,0.0,0.7779005626322055
8,2,2,0.4,-0.0625,0.7779005626322055
8,2,3,0.1,0.0,0.4584704221770037
8,2,3,0.1,-0.0625,0.4584704221770037
8,2,3,0.15,-0.0625,0.5299398841427367
8,2,3,0.15,0.0,0.5299398841427367
8,2,3,0.2,0.0,0.5791813945607109
8,2,3,0.2,-0.0625,0.5791813945607109
8,2,3,0.25,0.0,0.6154733337730308
8,2,3,0.25,-0.0625,0.6154733337730308
8,2,3,0.3,0.0,0.6435532349895425
8,2,3,0.3,-0.0625,0.6435532349895425
8,2,3,0.35,0.0,0.6660813820214732
8,2,3,0.35,-0.0625,0.6660813820214732
8,2,3,0.4,0.0,0.6846661338826387
8,2,3,0.4,-0.0625,0.6846661338826387
8,2,4,0.1,0.0,0.3381858804858163
8,2,4,0.1,-0.0625,0.3381858804858163
8,2,4,0.15,0.0,0.42292842888953225
8,2,4,0.15,-0.0625,0.42292842888953225
8,2,4,0.2,0.0,0.48033997132430467
8,2,4,0.2,-0.0625,0.48033997132430467
8,2,4,0.25,0.0,0.522482222343317
8,2,4,0.25,-0.0625,0.522482222343317
8,2,4,0.3,-0.0625,0.5551577874500859
8,2,4,0.3,0.0,0.5551577874500859
8,2,4,0.35,0.0,0.5814990728780891
8,2,4,0.35,-0.0625,0.5814990728780891
8,2,4,0.4,0.0,0.6033547524737487
8,2,4,0.4,-0.0625,0.6033547524737487
8,4,1,0.1,1.0,0.6694504998401245
8,4,1,0.1,1.0,0.6694504998401245
8,4,1,0.15,-0.0625,0.655054586483685
8,4,1,0.15,0.0,0.655054586483685
8,4,1,0.2,-0.0625,0.6679498231482643
8,4,1,0.2,0.0,0.6679498231482643
8,4,1,0.25,-0.0625,0.6799281923556127
8,4,1,0.25,0.0,0.6799281923556127
8,4,1,0.3,-0.0625,0.6910822812954828
8,4,1,0.3,0.0,0.6910822812954828
8,4,1,0.35,-0.0625,0.7014930559116098
8,4,1,0.35,0.0,0.7014930559116098
8,4,1,0.4,-0.0625,0.7112314681563798
8,4,1,0.4,0.0,0.7112314681563798
8,4,2,0.1,1.0,0.27807513710589665
8,4,2,0.1,1.0,0.27807513710589665
8,4,2,0.15,-0.0625,0.278451436376781
8,4,2,0.15,0.0,0.278451436376781
8,4,2,0.2,-0.0625,0.3303268599430836
8,4,2,0.2,0.0,0.3303268599430836
8,4,2,0.25,-0.0625,0.37328736191616624
8,4,2,0.25,0.0,0.37328736191616624
8,4,2,0.3,-0.0625,0.4093086855415102
8,4,2,0.3,0.0,0.4093086855415102
8,4,2,0.35,-0.0625,0.43990875021816234
8,4,2,0.35,0.0,0.43990875021816234
8,4,2,0.4,-0.0625,0.4662253752805194
8,4,2,0.4,0.0,0.4662253752805194
8,4,3,0.1,1.0,0.11041148274344384
8,4,3,0.1,0.0,0.11041148274344384
8,4,3,0.15,1.0,0.13033989177102212
8,4,3,0.15,0.0,0.13033989177102212
8,4,3,0.2,-0.0625,0.17227631740748237
8,4,3,0.2,0.0,0.17227631740748237
8,4,3,0.25,-0.0625,0.2177920005754812
8,4,3,0.25,0.0,0.2177920005754812
8,4,3,0.3,-0.0625,0.25610917714746473
8,4,3,0.3,0.0,0.25610917714746473
8,4,3,0.35,-0.0625,0.28876758650578555
8,4,3,0.35,0.0,0.28876758650578555
8,4,3,0.4,-0.0625,0.31699014521790675
8,4,3,0.4,0.0,0.31699014521790675
8,4,4,0.1,1.0,0.05482054587635188
8,4,4,0.1,1.0,0.05482054587635188
8,4,4,0.15,1.0,0.07972400559041244
8,4,4,0.15,0.0,0.07972400559041244
8,4,4,0.2,1.0,0.10594013484407921
8,4,4,0.2,0.0,0.10594013484407921
8,4,4,0.25,-0.0625,0.1316050270030744
8,4,4,0.25,0.0,0.1316050270030744
8,4,4,0.3,-0.0625,0.16370151784685177
8,4,4,0.3,0.0,0.16370151784685177
8,4,4,0.35,-0.0625,0.19209819625923638
8,4,4,0.35,0.0,0.19209819625923638
8,4,4,0.4,-0.0625,0.21739276485225426
8,4,4,0.4,0.0,0.21739276485225426
